,REF_DATE,GEO,Institution type,Credential type,Registration status,Sex,VALUE
2325330,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",
2325331,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,
2325425,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
2325426,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,
2325427,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Females,
2325428,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",
2325429,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Males,
2325430,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Females,
2325431,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
2325432,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,
2325722,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",6018.0
2325723,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,3639.0
2325724,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,2376.0
2325725,2010/2011,Canada,University,"Total, credential type","Total, registration status",Sex unknown,3.0
2325726,2010/2011,Canada,University,"Total, credential type",Full-time student,"Total, sex",4812.0
2325727,2010/2011,Canada,University,"Total, credential type",Full-time student,Males,2955.0
2325728,2010/2011,Canada,University,"Total, credential type",Full-time student,Females,1857.0
2325729,2010/2011,Canada,University,"Total, credential type",Full-time student,Sex unknown,3.0
2325730,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",1206.0
2325731,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,684.0
2325732,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,522.0
2325733,2010/2011,Canada,University,"Total, credential type",Part-time student,Sex unknown,
2325871,2010/2011,Canada,University,Certificate,"Total, registration status","Total, sex",15.0
2325872,2010/2011,Canada,University,Certificate,"Total, registration status",Males,9.0
2325873,2010/2011,Canada,University,Certificate,"Total, registration status",Females,6.0
2325874,2010/2011,Canada,University,Certificate,Full-time student,"Total, sex",0.0
2325875,2010/2011,Canada,University,Certificate,Full-time student,Males,0.0
2325876,2010/2011,Canada,University,Certificate,Full-time student,Females,
2325877,2010/2011,Canada,University,Certificate,Part-time student,"Total, sex",12.0
2325878,2010/2011,Canada,University,Certificate,Part-time student,Males,6.0
2325879,2010/2011,Canada,University,Certificate,Part-time student,Females,6.0
2325985,2010/2011,Canada,University,Diploma,"Total, registration status","Total, sex",159.0
2325986,2010/2011,Canada,University,Diploma,"Total, registration status",Males,123.0
2325987,2010/2011,Canada,University,Diploma,"Total, registration status",Females,36.0
2325988,2010/2011,Canada,University,Diploma,Full-time student,"Total, sex",42.0
2325989,2010/2011,Canada,University,Diploma,Full-time student,Males,33.0
2325990,2010/2011,Canada,University,Diploma,Full-time student,Females,6.0
2325991,2010/2011,Canada,University,Diploma,Part-time student,"Total, sex",117.0
2325992,2010/2011,Canada,University,Diploma,Part-time student,Males,87.0
2325993,2010/2011,Canada,University,Diploma,Part-time student,Females,30.0
2326122,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",5796.0
2326123,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Males,3474.0
2326124,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Females,2319.0
2326125,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Sex unknown,3.0
2326126,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",4770.0
2326127,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Males,2919.0
2326128,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Females,1848.0
2326129,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Sex unknown,3.0
2326130,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,"Total, sex",1029.0
2326131,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,Males,555.0
2326132,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,Females,471.0
2326133,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,Sex unknown,
2326261,2010/2011,Canada,University,Attestation and other short program credentials,"Total, registration status","Total, sex",48.0
2326262,2010/2011,Canada,University,Attestation and other short program credentials,"Total, registration status",Males,36.0
2326263,2010/2011,Canada,University,Attestation and other short program credentials,"Total, registration status",Females,12.0
2326264,2010/2011,Canada,University,Attestation and other short program credentials,Full-time student,"Total, sex",
2326265,2010/2011,Canada,University,Attestation and other short program credentials,Full-time student,Males,
2326266,2010/2011,Canada,University,Attestation and other short program credentials,Full-time student,Females,
2326267,2010/2011,Canada,University,Attestation and other short program credentials,Part-time student,"Total, sex",48.0
2326268,2010/2011,Canada,University,Attestation and other short program credentials,Part-time student,Males,36.0
2326269,2010/2011,Canada,University,Attestation and other short program credentials,Part-time student,Females,12.0
2326496,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",2970.0
2326497,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,2211.0
2326498,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,759.0
2326499,2010/2011,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
2326500,2010/2011,Canada,University,"Total, credential type",Full-time student,"Total, sex",2835.0
2326501,2010/2011,Canada,University,"Total, credential type",Full-time student,Males,2112.0
2326502,2010/2011,Canada,University,"Total, credential type",Full-time student,Females,723.0
2326503,2010/2011,Canada,University,"Total, credential type",Full-time student,Sex unknown,
2326504,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",135.0
2326505,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,99.0
2326506,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,36.0
2326727,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status","Total, sex",2970.0
2326728,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Males,2211.0
2326729,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Females,759.0
2326730,2010/2011,Canada,University,Degree (includes applied degree),"Total, registration status",Sex unknown,
2326731,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,"Total, sex",2835.0
2326732,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Males,2112.0
2326733,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Females,723.0
2326734,2010/2011,Canada,University,Degree (includes applied degree),Full-time student,Sex unknown,
2326735,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,"Total, sex",135.0
2326736,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,Males,99.0
2326737,2010/2011,Canada,University,Degree (includes applied degree),Part-time student,Females,36.0
2326993,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",6.0
2326994,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,3.0
2326995,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,0.0
2326996,2010/2011,Canada,University,"Total, credential type",Full-time student,"Total, sex",3.0
2326997,2010/2011,Canada,University,"Total, credential type",Full-time student,Males,3.0
2326998,2010/2011,Canada,University,"Total, credential type",Full-time student,Females,
2326999,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",3.0
2327000,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,3.0
2327001,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,0.0
2327119,2010/2011,Canada,University,Certificate,"Total, registration status","Total, sex",
2327120,2010/2011,Canada,University,Certificate,"Total, registration status",Males,
2327121,2010/2011,Canada,University,Certificate,"Total, registration status",Females,
2327122,2010/2011,Canada,University,Certificate,Part-time student,"Total, sex",
2327123,2010/2011,Canada,University,Certificate,Part-time student,Males,
2327124,2010/2011,Canada,University,Certificate,Part-time student,Females,
2327213,2010/2011,Canada,University,Diploma,"Total, registration status","Total, sex",
2327214,2010/2011,Canada,University,Diploma,"Total, registration status",Males,
2327215,2010/2011,Canada,University,Diploma,"Total, registration status",Females,
2327216,2010/2011,Canada,University,Diploma,Full-time student,"Total, sex",
2327217,2010/2011,Canada,University,Diploma,Full-time student,Males,
2327218,2010/2011,Canada,University,Diploma,Full-time student,Females,
2327348,2010/2011,Canada,University,Other type of credential associated with a program,"Total, registration status","Total, sex",
2327349,2010/2011,Canada,University,Other type of credential associated with a program,"Total, registration status",Males,
2327350,2010/2011,Canada,University,Other type of credential associated with a program,"Total, registration status",Females,
2327351,2010/2011,Canada,University,Other type of credential associated with a program,Full-time student,"Total, sex",
2327352,2010/2011,Canada,University,Other type of credential associated with a program,Full-time student,Males,
2327353,2010/2011,Canada,University,Other type of credential associated with a program,Part-time student,"Total, sex",
2327354,2010/2011,Canada,University,Other type of credential associated with a program,Part-time student,Males,
2327355,2010/2011,Canada,University,Other type of credential associated with a program,Part-time student,Females,
2327460,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",6.0
2327461,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,3.0
2327462,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Females,0.0
2327463,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",3.0
2327464,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Males,3.0
2327465,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Females,
2327466,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",3.0
2327467,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,3.0
2327468,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Females,0.0
2327571,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",
2327572,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,
2327573,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",
2327574,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,
2327660,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
2327661,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,
2327662,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
2327663,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,
2327780,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",369.0
2327781,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,243.0
2327782,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,129.0
2327783,2010/2011,Canada,University,"Total, credential type",Full-time student,"Total, sex",114.0
2327784,2010/2011,Canada,University,"Total, credential type",Full-time student,Males,75.0
2327785,2010/2011,Canada,University,"Total, credential type",Full-time student,Females,42.0
2327786,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",255.0
2327787,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,168.0
2327788,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,87.0
2327932,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",369.0
2327933,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,243.0
2327934,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Females,129.0
2327935,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",114.0
2327936,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Males,75.0
2327937,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Females,42.0
2327938,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",255.0
2327939,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,168.0
2327940,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Females,87.0
2328068,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",24.0
2328069,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,12.0
2328070,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,12.0
2328071,2010/2011,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
2328072,2010/2011,Canada,University,"Total, credential type",Full-time student,"Total, sex",15.0
2328073,2010/2011,Canada,University,"Total, credential type",Full-time student,Males,6.0
2328074,2010/2011,Canada,University,"Total, credential type",Full-time student,Females,6.0
2328075,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",12.0
2328076,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,6.0
2328077,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,6.0
2328078,2010/2011,Canada,University,"Total, credential type",Part-time student,Sex unknown,
2328207,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",24.0
2328208,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,12.0
2328209,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Females,12.0
2328210,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,
2328211,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,"Total, sex",15.0
2328212,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Males,6.0
2328213,2010/2011,Canada,University,"Not applicable, credential type",Full-time student,Females,6.0
2328214,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",12.0
2328215,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,6.0
2328216,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Females,6.0
2328217,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,
2328350,2010/2011,Canada,University,"Total, credential type","Total, registration status","Total, sex",
2328351,2010/2011,Canada,University,"Total, credential type","Total, registration status",Males,
2328352,2010/2011,Canada,University,"Total, credential type","Total, registration status",Females,
2328353,2010/2011,Canada,University,"Total, credential type","Total, registration status",Sex unknown,
2328354,2010/2011,Canada,University,"Total, credential type",Part-time student,"Total, sex",
2328355,2010/2011,Canada,University,"Total, credential type",Part-time student,Males,
2328356,2010/2011,Canada,University,"Total, credential type",Part-time student,Females,
2328357,2010/2011,Canada,University,"Total, credential type",Part-time student,Sex unknown,
2328481,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status","Total, sex",
2328482,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Males,
2328483,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Females,
2328484,2010/2011,Canada,University,"Not applicable, credential type","Total, registration status",Sex unknown,
2328485,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,"Total, sex",
2328486,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Males,
2328487,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Females,
2328488,2010/2011,Canada,University,"Not applicable, credential type",Part-time student,Sex unknown,
2328628,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",17742.0
2328629,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,13797.0
2328630,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,3849.0
2328631,2010/2011,Canada,College,"Total, credential type","Total, registration status",Sex unknown,96.0
2328632,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",14811.0
2328633,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,11889.0
2328634,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,2886.0
2328635,2010/2011,Canada,College,"Total, credential type",Full-time student,Sex unknown,39.0
2328636,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",2931.0
2328637,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,1911.0
2328638,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,963.0
2328639,2010/2011,Canada,College,"Total, credential type",Part-time student,Sex unknown,57.0
2328847,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",1770.0
2328848,2010/2011,Canada,College,Certificate,"Total, registration status",Males,1194.0
2328849,2010/2011,Canada,College,Certificate,"Total, registration status",Females,546.0
2328850,2010/2011,Canada,College,Certificate,"Total, registration status",Sex unknown,27.0
2328851,2010/2011,Canada,College,Certificate,Full-time student,"Total, sex",1050.0
2328852,2010/2011,Canada,College,Certificate,Full-time student,Males,771.0
2328853,2010/2011,Canada,College,Certificate,Full-time student,Females,273.0
2328854,2010/2011,Canada,College,Certificate,Full-time student,Sex unknown,9.0
2328855,2010/2011,Canada,College,Certificate,Part-time student,"Total, sex",720.0
2328856,2010/2011,Canada,College,Certificate,Part-time student,Males,426.0
2328857,2010/2011,Canada,College,Certificate,Part-time student,Females,276.0
2328858,2010/2011,Canada,College,Certificate,Part-time student,Sex unknown,18.0
2329014,2010/2011,Canada,College,Diploma,"Total, registration status","Total, sex",12141.0
2329015,2010/2011,Canada,College,Diploma,"Total, registration status",Males,9567.0
2329016,2010/2011,Canada,College,Diploma,"Total, registration status",Females,2538.0
2329017,2010/2011,Canada,College,Diploma,"Total, registration status",Sex unknown,33.0
2329018,2010/2011,Canada,College,Diploma,Full-time student,"Total, sex",10674.0
2329019,2010/2011,Canada,College,Diploma,Full-time student,Males,8583.0
2329020,2010/2011,Canada,College,Diploma,Full-time student,Females,2061.0
2329021,2010/2011,Canada,College,Diploma,Full-time student,Sex unknown,30.0
2329022,2010/2011,Canada,College,Diploma,Part-time student,"Total, sex",1470.0
2329023,2010/2011,Canada,College,Diploma,Part-time student,Males,987.0
2329024,2010/2011,Canada,College,Diploma,Part-time student,Females,480.0
2329025,2010/2011,Canada,College,Diploma,Part-time student,Sex unknown,6.0
2329170,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status","Total, sex",672.0
2329171,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Males,588.0
2329172,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Females,84.0
2329173,2010/2011,Canada,College,Degree (includes applied degree),"Total, registration status",Sex unknown,0.0
2329174,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,"Total, sex",555.0
2329175,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Males,492.0
2329176,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Females,63.0
2329177,2010/2011,Canada,College,Degree (includes applied degree),Full-time student,Sex unknown,0.0
2329178,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,"Total, sex",117.0
2329179,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Males,96.0
2329180,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Females,18.0
2329181,2010/2011,Canada,College,Degree (includes applied degree),Part-time student,Sex unknown,
2329326,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status","Total, sex",1365.0
2329327,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Males,1134.0
2329328,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Females,228.0
2329329,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Sex unknown,
2329330,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,"Total, sex",1149.0
2329331,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,Males,981.0
2329332,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,Females,168.0
2329333,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,"Total, sex",216.0
2329334,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Males,156.0
2329335,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Females,63.0
2329336,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,Sex unknown,
2329470,2010/2011,Canada,College,Associate degree,"Total, registration status","Total, sex",
2329471,2010/2011,Canada,College,Associate degree,"Total, registration status",Males,
2329472,2010/2011,Canada,College,Associate degree,"Total, registration status",Females,
2329473,2010/2011,Canada,College,Associate degree,Full-time student,"Total, sex",
2329474,2010/2011,Canada,College,Associate degree,Full-time student,Males,
2329475,2010/2011,Canada,College,Associate degree,Full-time student,Females,
2329476,2010/2011,Canada,College,Associate degree,Part-time student,"Total, sex",
2329477,2010/2011,Canada,College,Associate degree,Part-time student,Males,
2329478,2010/2011,Canada,College,Associate degree,Part-time student,Females,
2329613,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status","Total, sex",1674.0
2329614,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Males,1251.0
2329615,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Females,420.0
2329616,2010/2011,Canada,College,Other type of credential associated with a program,"Total, registration status",Sex unknown,
2329617,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,"Total, sex",1308.0
2329618,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Males,1005.0
2329619,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Females,303.0
2329620,2010/2011,Canada,College,Other type of credential associated with a program,Full-time student,Sex unknown,
2329621,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,"Total, sex",366.0
2329622,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Males,246.0
2329623,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Females,120.0
2329624,2010/2011,Canada,College,Other type of credential associated with a program,Part-time student,Sex unknown,
2329776,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",120.0
2329777,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Males,57.0
2329778,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Females,30.0
2329779,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Sex unknown,33.0
2329780,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,"Total, sex",75.0
2329781,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Males,54.0
2329782,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Females,18.0
2329783,2010/2011,Canada,College,"Not applicable, credential type",Full-time student,Sex unknown,
2329784,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",45.0
2329785,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Males,3.0
2329786,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Females,9.0
2329787,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Sex unknown,33.0
2329923,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",
2329924,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,
2329925,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,
2329926,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",
2329927,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,
2329928,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,
2329929,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",
2329930,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,
2329931,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,
2330092,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",
2330093,2010/2011,Canada,College,Certificate,"Total, registration status",Females,
2330094,2010/2011,Canada,College,Certificate,Part-time student,"Total, sex",
2330095,2010/2011,Canada,College,Certificate,Part-time student,Females,
2330173,2010/2011,Canada,College,Diploma,"Total, registration status","Total, sex",
2330174,2010/2011,Canada,College,Diploma,"Total, registration status",Males,
2330175,2010/2011,Canada,College,Diploma,"Total, registration status",Females,
2330176,2010/2011,Canada,College,Diploma,Full-time student,"Total, sex",
2330177,2010/2011,Canada,College,Diploma,Full-time student,Males,
2330178,2010/2011,Canada,College,Diploma,Full-time student,Females,
2330179,2010/2011,Canada,College,Diploma,Part-time student,"Total, sex",
2330180,2010/2011,Canada,College,Diploma,Part-time student,Males,
2330181,2010/2011,Canada,College,Diploma,Part-time student,Females,
2330431,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status","Total, sex",
2330432,2010/2011,Canada,College,"Not applicable, credential type","Total, registration status",Males,
2330433,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,"Total, sex",
2330434,2010/2011,Canada,College,"Not applicable, credential type",Part-time student,Males,
2330535,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",
2330536,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,
2330537,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,
2330538,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",
2330539,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,
2330540,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,
2330637,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",
2330638,2010/2011,Canada,College,Certificate,"Total, registration status",Males,
2330639,2010/2011,Canada,College,Certificate,"Total, registration status",Females,
2330640,2010/2011,Canada,College,Certificate,Full-time student,"Total, sex",
2330641,2010/2011,Canada,College,Certificate,Full-time student,Males,
2330642,2010/2011,Canada,College,Certificate,Full-time student,Females,
2330980,2010/2011,Canada,College,"Total, credential type","Total, registration status","Total, sex",16119.0
2330981,2010/2011,Canada,College,"Total, credential type","Total, registration status",Males,12483.0
2330982,2010/2011,Canada,College,"Total, credential type","Total, registration status",Females,3582.0
2330983,2010/2011,Canada,College,"Total, credential type","Total, registration status",Sex unknown,57.0
2330984,2010/2011,Canada,College,"Total, credential type",Full-time student,"Total, sex",13377.0
2330985,2010/2011,Canada,College,"Total, credential type",Full-time student,Males,10689.0
2330986,2010/2011,Canada,College,"Total, credential type",Full-time student,Females,2652.0
2330987,2010/2011,Canada,College,"Total, credential type",Full-time student,Sex unknown,30.0
2330988,2010/2011,Canada,College,"Total, credential type",Part-time student,"Total, sex",2742.0
2330989,2010/2011,Canada,College,"Total, credential type",Part-time student,Males,1794.0
2330990,2010/2011,Canada,College,"Total, credential type",Part-time student,Females,927.0
2330991,2010/2011,Canada,College,"Total, credential type",Part-time student,Sex unknown,24.0
2331147,2010/2011,Canada,College,Certificate,"Total, registration status","Total, sex",1311.0
2331148,2010/2011,Canada,College,Certificate,"Total, registration status",Males,858.0
2331149,2010/2011,Canada,College,Certificate,"Total, registration status",Females,429.0
2331150,2010/2011,Canada,College,Certificate,"Total, registration status",Sex unknown,21.0
2331151,2010/2011,Canada,College,Certificate,Full-time student,"Total, sex",618.0
2331152,2010/2011,Canada,College,Certificate,Full-time student,Males,456.0
2331153,2010/2011,Canada,College,Certificate,Full-time student,Females,162.0
2331154,2010/2011,Canada,College,Certificate,Full-time student,Sex unknown,0.0
2331155,2010/2011,Canada,College,Certificate,Part-time student,"Total, sex",693.0
2331156,2010/2011,Canada,College,Certificate,Part-time student,Males,405.0
2331157,2010/2011,Canada,College,Certificate,Part-time student,Females,270.0
2331158,2010/2011,Canada,College,Certificate,Part-time student,Sex unknown,18.0
2331314,2010/2011,Canada,College,Diploma,"Total, registration status","Total, sex",11742.0
2331315,2010/2011,Canada,College,Diploma,"Total, registration status",Males,9210.0
2331316,2010/2011,Canada,College,Diploma,"Total, registration status",Females,2499.0
2331317,2010/2011,Canada,College,Diploma,"Total, registration status",Sex unknown,33.0
2331318,2010/2011,Canada,College,Diploma,Full-time student,"Total, sex",10275.0
2331319,2010/2011,Canada,College,Diploma,Full-time student,Males,8226.0
2331320,2010/2011,Canada,College,Diploma,Full-time student,Females,2022.0
2331321,2010/2011,Canada,College,Diploma,Full-time student,Sex unknown,30.0
2331322,2010/2011,Canada,College,Diploma,Part-time student,"Total, sex",1467.0
2331323,2010/2011,Canada,College,Diploma,Part-time student,Males,984.0
2331324,2010/2011,Canada,College,Diploma,Part-time student,Females,480.0
2331325,2010/2011,Canada,College,Diploma,Part-time student,Sex unknown,6.0
2331474,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status","Total, sex",1365.0
2331475,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Males,1134.0
2331476,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Females,228.0
2331477,2010/2011,Canada,College,Attestation and other short program credentials,"Total, registration status",Sex unknown,
2331478,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,"Total, sex",1149.0
2331479,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,Males,981.0
2331480,2010/2011,Canada,College,Attestation and other short program credentials,Full-time student,Females,168.0
2331481,2010/2011,Canada,College,Attestation and other short program credentials,Part-time student,"Total, sex",216.0
